,,2001,,Registered Electors,3998957,,,,
,,2001,,Voters,3484915,87.1,,,
,,2001,,Blank or Invalid Ballots,35247,1.0,,,
,,2001,,Valid Votes,3449668,99.0,,,
,,2001,V,Liberal Party of Denmark (Venstre),1077858,31.2,49,7,56
,,2001,A,Social Democratic Party,1003323,29.1,50,2,52
,,2001,O,Danish People's Party,413987,12.0,18,4,22
,,2001,C,Conservative People's Party,312770,9.1,10,6,16
,,2001,F,Socialist People's Party,219842,6.4,5,7,12
,,2001,B,Danish Social-Liberal Party (Radikale Venstre),179023,5.2,3,6,9
,,2001,&Oslash;,Unity List - Red-Green Alliance,82685,2.4,0,4,4
,,2001,Q,Christian People's Party,78793,2.3,0,4,4
,,2001,D,Center Democrats,61031,1.8,0,0,0
,,2001,Z,Progress Party,19340,0.6,0,0,0
,,2001,,Independent Candidates,1016,0.0,0,0,0
,,2001,,Faroe Islands,-,-,-,-,2
,,2001,,Greenland,-,-,-,-,2
01,,2001,,Registered Electors,447778,,,,
01,,2001,,Voters,371710,83.0,,,
01,,2001,,Blank or Invalid Ballots,3974,1.1,,,
01,,2001,,Valid Votes,367736,98.9,,,
01,,2001,A,Social Democratic Party,101430,27.6,6,0,6
01,,2001,V,Liberal Party of Denmark (Venstre),72818,19.8,3,0,3
01,,2001,F,Socialist People's Party,43464,11.8,2,0,2
01,,2001,B,Danish Social-Liberal Party (Radikale Venstre),39393,10.7,1,1,2
01,,2001,O,Danish People's Party,38502,10.5,1,1,2
01,,2001,C,Conservative People's Party,31501,8.6,1,1,2
01,,2001,&Oslash;,Unity List - Red-Green Alliance,24201,6.6,0,1,1
01,,2001,D,Center Democrats,8905,2.4,0,0,0
01,,2001,Q,Christian People's Party,5954,1.6,0,0,0
01,,2001,Z,Progress Party,1274,0.3,0,0,0
01,,2001,,Independent Candidates,294,0.1,0,0,0
02,,2001,,Registered Electors,1707785,,,,
02,,2001,,Voters,1502297,88.0,,,
02,,2001,,Blank or Invalid Ballots,14695,1.0,,,
02,,2001,,Valid Votes,1487602,99.0,,,
02,,2001,V,Liberal Party of Denmark (Venstre),446869,30.0,19,3,22
02,,2001,A,Social Democratic Party,433488,29.1,21,1,22
02,,2001,O,Danish People's Party,188679,12.7,8,1,9
02,,2001,C,Conservative People's Party,156750,10.5,6,2,8
02,,2001,F,Socialist People's Party,97490,6.6,2,3,5
02,,2001,B,Danish Social-Liberal Party (Radikale Venstre),72972,4.9,1,3,4
02,,2001,&Oslash;,Unity List - Red-Green Alliance,32388,2.2,0,2,2
02,,2001,Q,Christian People's Party,24202,1.6,0,1,1
02,,2001,D,Center Democrats,27706,1.9,0,0,0
02,,2001,Z,Progress Party,6661,0.4,0,0,0
02,,2001,,Independent Candidates,397,0.0,0,0,0
03,,2001,,Registered Electors,1843394,,,,
03,,2001,,Voters,1610908,87.4,,,
03,,2001,,Blank or Invalid Ballots,16578,1.0,,,
03,,2001,,Valid Votes,1594330,99.0,,,
03,,2001,V,Liberal Party of Denmark (Venstre),558171,35.0,27,4,31
03,,2001,A,Social Democratic Party,468405,29.4,23,1,24
03,,2001,O,Danish People's Party,186806,11.7,9,2,11
03,,2001,C,Conservative People's Party,124519,7.8,3,3,6
03,,2001,F,Socialist People's Party,78888,4.9,1,4,5
03,,2001,B,Danish Social-Liberal Party (Radikale Venstre),66658,4.2,1,2,3
03,,2001,Q,Christian People's Party,48637,3.1,0,3,3
03,,2001,&Oslash;,Unity List - Red-Green Alliance,26096,1.6,0,1,1
03,,2001,D,Center Democrats,24420,1.5,0,0,0
03,,2001,Z,Progress Party,11405,0.7,0,0,0
03,,2001,,Independent Candidates,325,0.0,0,0,0
01,01,2001,,Registered Electors,118071,,,,
01,01,2001,,Voters,96008,81.3,,,
01,01,2001,,Blank or Invalid Ballots,1047,1.1,,,
01,01,2001,,Valid Votes,94961,98.9,,,
01,01,2001,A,Social Democratic Party,26583,28.0,2,0,2
01,01,2001,V,Liberal Party of Denmark (Venstre),18733,19.7,1,0,1
01,01,2001,F,Socialist People's Party,12157,12.8,1,0,1
01,01,2001,B,Danish Social-Liberal Party (Radikale Venstre),9937,10.5,0,0,0
01,01,2001,O,Danish People's Party,9852,10.4,0,0,0
01,01,2001,&Oslash;,Unity List - Red-Green Alliance,6870,7.2,0,0,0
01,01,2001,C,Conservative People's Party,6563,6.9,0,0,0
01,01,2001,D,Center Democrats,2366,2.5,0,0,0
01,01,2001,Q,Christian People's Party,1467,1.5,0,0,0
01,01,2001,Z,Progress Party,387,0.4,0,0,0
01,01,2001,,Independent Candidates,46,0.0,0,0,0
01,02,2001,,Registered Electors,186150,,,,
01,02,2001,,Voters,154013,82.7,,,
01,02,2001,,Blank or Invalid Ballots,1625,1.1,,,
01,02,2001,,Valid Votes,152388,98.9,,,
01,02,2001,A,Social Democratic Party,42333,27.8,2,0,2
01,02,2001,V,Liberal Party of Denmark (Venstre),30179,19.8,1,0,1
01,02,2001,F,Socialist People's Party,18288,12.0,1,0,1
01,02,2001,B,Danish Social-Liberal Party (Radikale Venstre),17200,11.3,1,0,1
01,02,2001,O,Danish People's Party,16706,11.0,1,0,1
01,02,2001,C,Conservative People's Party,11022,7.2,0,1,1
01,02,2001,&Oslash;,Unity List - Red-Green Alliance,9620,6.3,0,1,1
01,02,2001,D,Center Democrats,3669,2.4,0,0,0
01,02,2001,Q,Christian People's Party,2642,1.7,0,0,0
01,02,2001,Z,Progress Party,481,0.3,0,0,0
01,02,2001,,Independent Candidates,248,0.2,0,0,0
01,03,2001,,Registered Electors,143557,,,,
01,03,2001,,Voters,121689,84.8,,,
01,03,2001,,Blank or Invalid Ballots,1302,1.1,,,
01,03,2001,,Valid Votes,120387,98.9,,,
01,03,2001,A,Social Democratic Party,32514,27.0,2,0,2
01,03,2001,V,Liberal Party of Denmark (Venstre),23906,19.9,1,0,1
01,03,2001,C,Conservative People's Party,13916,11.6,1,0,1
01,03,2001,B,Danish Social-Liberal Party (Radikale Venstre),12256,10.2,0,1,1
01,03,2001,O,Danish People's Party,11944,9.9,0,1,1
01,03,2001,F,Socialist People's Party,13019,10.8,0,0,0
01,03,2001,&Oslash;,Unity List - Red-Green Alliance,7711,6.4,0,0,0
01,03,2001,D,Center Democrats,2870,2.4,0,0,0
01,03,2001,Q,Christian People's Party,1845,1.5,0,0,0
01,03,2001,Z,Progress Party,406,0.3,0,0,0
02,04,2001,,Registered Electors,449464,,,,
02,04,2001,,Voters,397893,88.5,,,
02,04,2001,,Blank or Invalid Ballots,3290,0.8,,,
02,04,2001,,Valid Votes,394603,99.2,,,
02,04,2001,A,Social Democratic Party,114355,29.0,5,0,5
02,04,2001,V,Liberal Party of Denmark (Venstre),112790,28.6,4,1,5
02,04,2001,O,Danish People's Party,53557,13.6,2,1,3
02,04,2001,C,Conservative People's Party,37630,9.5,1,1,2
02,04,2001,F,Socialist People's Party,27327,6.9,1,0,1
02,04,2001,B,Danish Social-Liberal Party (Radikale Venstre),21720,5.5,1,0,1
02,04,2001,&Oslash;,Unity List - Red-Green Alliance,10586,2.7,0,1,1
02,04,2001,Q,Christian People's Party,5975,1.5,0,1,1
02,04,2001,D,Center Democrats,9520,2.4,0,0,0
02,04,2001,Z,Progress Party,1143,0.3,0,0,0
02,05,2001,,Registered Electors,270197,,,,
02,05,2001,,Voters,240711,89.1,,,
02,05,2001,,Blank or Invalid Ballots,2044,0.8,,,
02,05,2001,,Valid Votes,238667,99.2,,,
02,05,2001,V,Liberal Party of Denmark (Venstre),83924,35.2,4,0,4
02,05,2001,A,Social Democratic Party,58338,24.4,3,0,3
02,05,2001,O,Danish People's Party,26752,11.2,1,0,1
02,05,2001,C,Conservative People's Party,23097,9.7,1,0,1
02,05,2001,F,Socialist People's Party,15590,6.5,0,1,1
02,05,2001,B,Danish Social-Liberal Party (Radikale Venstre),14958,6.3,0,1,1
02,05,2001,D,Center Democrats,5280,2.2,0,0,0
02,05,2001,&Oslash;,Unity List - Red-Green Alliance,5109,2.1,0,0,0
02,05,2001,Q,Christian People's Party,4643,1.9,0,0,0
02,05,2001,Z,Progress Party,976,0.4,0,0,0
02,06,2001,,Registered Electors,173575,,,,
02,06,2001,,Voters,156023,89.9,,,
02,06,2001,,Blank or Invalid Ballots,1327,0.9,,,
02,06,2001,,Valid Votes,154696,99.1,,,
02,06,2001,V,Liberal Party of Denmark (Venstre),53854,34.8,2,1,3
02,06,2001,A,Social Democratic Party,42706,27.6,2,0,2
02,06,2001,O,Danish People's Party,20377,13.2,1,0,1
02,06,2001,C,Conservative People's Party,13137,8.5,0,1,1
02,06,2001,F,Socialist People's Party,8884,5.7,0,0,0
02,06,2001,B,Danish Social-Liberal Party (Radikale Venstre),6974,4.5,0,0,0
02,06,2001,&Oslash;,Unity List - Red-Green Alliance,3016,1.9,0,0,0
02,06,2001,D,Center Democrats,2796,1.8,0,0,0
02,06,2001,Q,Christian People's Party,2378,1.5,0,0,0
02,06,2001,Z,Progress Party,574,0.4,0,0,0
02,07,2001,,Registered Electors,224319,,,,
02,07,2001,,Voters,194728,86.8,,,
02,07,2001,,Blank or Invalid Ballots,2286,1.2,,,
02,07,2001,,Valid Votes,192442,98.8,,,
02,07,2001,V,Liberal Party of Denmark (Venstre),57898,30.1,3,0,3
02,07,2001,A,Social Democratic Party,55763,29.0,3,0,3
02,07,2001,O,Danish People's Party,26853,14.0,1,0,1
02,07,2001,C,Conservative People's Party,19467,10.1,1,0,1
02,07,2001,F,Socialist People's Party,13013,6.8,0,1,1
02,07,2001,B,Danish Social-Liberal Party (Radikale Venstre),8571,4.5,0,1,1
02,07,2001,&Oslash;,Unity List - Red-Green Alliance,3368,1.8,0,0,0
02,07,2001,Q,Christian People's Party,3142,1.6,0,0,0
02,07,2001,D,Center Democrats,2919,1.5,0,0,0
02,07,2001,Z,Progress Party,1051,0.5,0,0,0
02,07,2001,,Independent Candidates,397,0.2,0,0,0
02,08,2001,,Registered Electors,200089,,,,
02,08,2001,,Voters,174985,87.5,,,
02,08,2001,,Blank or Invalid Ballots,2172,1.2,,,
02,08,2001,,Valid Votes,172813,98.8,,,
02,08,2001,A,Social Democratic Party,57074,33.0,3,0,3
02,08,2001,V,Liberal Party of Denmark (Venstre),50039,29.0,2,0,2
02,08,2001,O,Danish People's Party,21942,12.7,1,0,1
02,08,2001,C,Conservative People's Party,17160,9.9,1,0,1
02,08,2001,F,Socialist People's Party,11472,6.6,0,1,1
02,08,2001,B,Danish Social-Liberal Party (Radikale Venstre),5920,3.4,0,0,0
02,08,2001,&Oslash;,Unity List - Red-Green Alliance,3329,1.9,0,0,0
02,08,2001,Q,Christian People's Party,2485,1.4,0,0,0
02,08,2001,D,Center Democrats,2314,1.3,0,0,0
02,08,2001,Z,Progress Party,1078,0.6,0,0,0
02,09,2001,,Registered Electors,33715,,,,
02,09,2001,,Voters,29019,86.1,,,
02,09,2001,,Blank or Invalid Ballots,327,1.1,,,
02,09,2001,,Valid Votes,28692,98.9,,,
02,09,2001,A,Social Democratic Party,10929,38.1,1,0,1
02,09,2001,V,Liberal Party of Denmark (Venstre),9935,34.6,1,0,1
02,09,2001,O,Danish People's Party,2768,9.6,0,0,0
02,09,2001,F,Socialist People's Party,1294,4.5,0,0,0
02,09,2001,Q,Christian People's Party,1110,3.9,0,0,0
02,09,2001,C,Conservative People's Party,1003,3.5,0,0,0
02,09,2001,&Oslash;,Unity List - Red-Green Alliance,598,2.1,0,0,0
02,09,2001,B,Danish Social-Liberal Party (Radikale Venstre),560,2.0,0,0,0
02,09,2001,D,Center Democrats,295,1.0,0,0,0
02,09,2001,Z,Progress Party,200,0.7,0,0,0
02,10,2001,,Registered Electors,356426,,,,
02,10,2001,,Voters,308938,86.7,,,
02,10,2001,,Blank or Invalid Ballots,3249,1.1,,,
02,10,2001,,Valid Votes,305689,98.9,,,
02,10,2001,A,Social Democratic Party,94323,30.9,4,1,5
02,10,2001,V,Liberal Party of Denmark (Venstre),78429,25.7,3,1,4
02,10,2001,C,Conservative People's Party,45256,14.8,2,0,2
02,10,2001,O,Danish People's Party,36430,11.9,2,0,2
02,10,2001,F,Socialist People's Party,19910,6.5,1,0,1
02,10,2001,B,Danish Social-Liberal Party (Radikale Venstre),14269,4.7,0,1,1
02,10,2001,&Oslash;,Unity List - Red-Green Alliance,6382,2.1,0,1,1
02,10,2001,D,Center Democrats,4582,1.5,0,0,0
02,10,2001,Q,Christian People's Party,4469,1.5,0,0,0
02,10,2001,Z,Progress Party,1639,0.5,0,0,0
03,11,2001,,Registered Electors,186329,,,,
03,11,2001,,Voters,162991,87.5,,,
03,11,2001,,Blank or Invalid Ballots,2248,1.4,,,
03,11,2001,,Valid Votes,160743,98.6,,,
03,11,2001,V,Liberal Party of Denmark (Venstre),61453,38.2,3,1,4
03,11,2001,A,Social Democratic Party,44067,27.4,3,0,3
03,11,2001,O,Danish People's Party,22507,14.0,1,0,1
03,11,2001,C,Conservative People's Party,12174,7.6,0,1,1
03,11,2001,F,Socialist People's Party,5939,3.7,0,0,0
03,11,2001,B,Danish Social-Liberal Party (Radikale Venstre),5388,3.4,0,0,0
03,11,2001,Q,Christian People's Party,4091,2.5,0,0,0
03,11,2001,D,Center Democrats,2064,1.3,0,0,0
03,11,2001,Z,Progress Party,1581,1.0,0,0,0
03,11,2001,&Oslash;,Unity List - Red-Green Alliance,1479,0.9,0,0,0
03,12,2001,,Registered Electors,164805,,,,
03,12,2001,,Voters,143661,87.2,,,
03,12,2001,,Blank or Invalid Ballots,1384,1.0,,,
03,12,2001,,Valid Votes,142277,99.0,,,
03,12,2001,V,Liberal Party of Denmark (Venstre),58878,41.4,3,0,3
03,12,2001,A,Social Democratic Party,41203,29.0,2,0,2
03,12,2001,O,Danish People's Party,17143,12.0,1,0,1
03,12,2001,C,Conservative People's Party,8094,5.7,0,0,0
03,12,2001,F,Socialist People's Party,5496,3.9,0,0,0
03,12,2001,B,Danish Social-Liberal Party (Radikale Venstre),3990,2.8,0,0,0
03,12,2001,Q,Christian People's Party,3510,2.5,0,0,0
03,12,2001,D,Center Democrats,1593,1.1,0,0,0
03,12,2001,&Oslash;,Unity List - Red-Green Alliance,1485,1.0,0,0,0
03,12,2001,Z,Progress Party,885,0.6,0,0,0
03,13,2001,,Registered Electors,260941,,,,
03,13,2001,,Voters,228233,87.5,,,
03,13,2001,,Blank or Invalid Ballots,2459,1.1,,,
03,13,2001,,Valid Votes,225774,98.9,,,
03,13,2001,V,Liberal Party of Denmark (Venstre),78327,34.7,4,0,4
03,13,2001,A,Social Democratic Party,62099,27.5,3,0,3
03,13,2001,O,Danish People's Party,31043,13.7,1,1,2
03,13,2001,C,Conservative People's Party,17793,7.9,1,0,1
03,13,2001,F,Socialist People's Party,13381,5.9,0,1,1
03,13,2001,B,Danish Social-Liberal Party (Radikale Venstre),9036,4.0,0,1,1
03,13,2001,Q,Christian People's Party,6396,2.8,0,0,0
03,13,2001,D,Center Democrats,3342,1.5,0,0,0
03,13,2001,&Oslash;,Unity List - Red-Green Alliance,2888,1.3,0,0,0
03,13,2001,Z,Progress Party,1347,0.6,0,0,0
03,13,2001,,Independent Candidates,122,0.1,0,0,0
03,14,2001,,Registered Electors,201869,,,,
03,14,2001,,Voters,178793,88.6,,,
03,14,2001,,Blank or Invalid Ballots,1695,0.9,,,
03,14,2001,,Valid Votes,177098,99.1,,,
03,14,2001,V,Liberal Party of Denmark (Venstre),74389,42.0,4,0,4
03,14,2001,A,Social Democratic Party,42872,24.2,2,0,2
03,14,2001,O,Danish People's Party,20270,11.4,1,0,1
03,14,2001,Q,Christian People's Party,10913,6.2,0,1,1
03,14,2001,C,Conservative People's Party,10811,6.1,0,1,1
03,14,2001,F,Socialist People's Party,7193,4.1,0,1,1
03,14,2001,B,Danish Social-Liberal Party (Radikale Venstre),6049,3.4,0,0,0
03,14,2001,D,Center Democrats,2206,1.2,0,0,0
03,14,2001,Z,Progress Party,1200,0.7,0,0,0
03,14,2001,&Oslash;,Unity List - Red-Green Alliance,1195,0.7,0,0,0
03,15,2001,,Registered Electors,480622,,,,
03,15,2001,,Voters,423029,88.0,,,
03,15,2001,,Blank or Invalid Ballots,3738,0.9,,,
03,15,2001,,Valid Votes,419291,99.1,,,
03,15,2001,A,Social Democratic Party,133460,31.8,6,1,7
03,15,2001,V,Liberal Party of Denmark (Venstre),128174,30.6,5,2,7
03,15,2001,O,Danish People's Party,43761,10.4,2,1,3
03,15,2001,F,Socialist People's Party,26399,6.3,1,1,2
03,15,2001,C,Conservative People's Party,33087,7.9,1,0,1
03,15,2001,B,Danish Social-Liberal Party (Radikale Venstre),22709,5.4,1,0,1
03,15,2001,&Oslash;,Unity List - Red-Green Alliance,11055,2.6,0,1,1
03,15,2001,Q,Christian People's Party,10468,2.5,0,1,1
03,15,2001,D,Center Democrats,7743,1.8,0,0,0
03,15,2001,Z,Progress Party,2232,0.5,0,0,0
03,15,2001,,Independent Candidates,203,0.0,0,0,0
03,16,2001,,Registered Electors,174558,,,,
03,16,2001,,Voters,153093,87.7,,,
03,16,2001,,Blank or Invalid Ballots,1796,1.2,,,
03,16,2001,,Valid Votes,151297,98.8,,,
03,16,2001,V,Liberal Party of Denmark (Venstre),56187,37.1,3,0,3
03,16,2001,A,Social Democratic Party,44727,29.6,2,0,2
03,16,2001,O,Danish People's Party,17210,11.4,1,0,1
03,16,2001,C,Conservative People's Party,11003,7.3,0,1,1
03,16,2001,B,Danish Social-Liberal Party (Radikale Venstre),5985,4.0,0,0,0
03,16,2001,F,Socialist People's Party,5827,3.9,0,0,0
03,16,2001,Q,Christian People's Party,4638,3.1,0,0,0
03,16,2001,Z,Progress Party,2287,1.5,0,0,0
03,16,2001,D,Center Democrats,1819,1.2,0,0,0
03,16,2001,&Oslash;,Unity List - Red-Green Alliance,1614,1.1,0,0,0
03,17,2001,,Registered Electors,374270,,,,
03,17,2001,,Voters,321108,85.8,,,
03,17,2001,,Blank or Invalid Ballots,3258,1.0,,,
03,17,2001,,Valid Votes,317850,99.0,,,
03,17,2001,V,Liberal Party of Denmark (Venstre),100763,31.7,5,1,6
03,17,2001,A,Social Democratic Party,99977,31.5,5,0,5
03,17,2001,O,Danish People's Party,34872,11.0,2,0,2
03,17,2001,C,Conservative People's Party,31557,9.9,1,0,1
03,17,2001,F,Socialist People's Party,14653,4.6,0,1,1
03,17,2001,B,Danish Social-Liberal Party (Radikale Venstre),13501,4.2,0,1,1
03,17,2001,Q,Christian People's Party,8621,2.7,0,1,1
03,17,2001,&Oslash;,Unity List - Red-Green Alliance,6380,2.0,0,0,0
03,17,2001,D,Center Democrats,5653,1.8,0,0,0
03,17,2001,Z,Progress Party,1873,0.6,0,0,0
